,Customer_ID,Churn_Probability
75,3212-KXOCR,0.025845909925068234
76,6380-ARCEH,0.5098024754583234
77,3679-XASPY,0.25898754934162005
78,7123-WQUHX,0.4038504904774949
79,5386-THSLQ,0.3634855856612515
80,6180-YBIQI,0.6029042354387443
81,6728-DKUCO,0.43201904417149173
82,9750-BOOHV,0.17950398149749058
83,8597-CWYHH,0.4949297173059591
84,2848-YXSMW,0.035750057830176665
85,4549-ZDQYY,0.23887900518231794
86,5712-AHQNN,0.6464808000767428
87,5256-SKJGO,0.12470180359436131
88,3071-VBYPO,0.39161356822358706
89,9560-BBZXK,0.033272207742354204
90,8402-OOOHJ,0.016917338496496806
91,9445-ZUEQE,0.46308476896206197
92,1091-SOZGA,0.43802284315010703
93,2928-HLDBA,0.5098024754583234
94,6497-TILVL,0.3872440084790304
95,7219-TLZHO,0.18954164813897878
96,4622-YNKIJ,0.09545563179238854
97,6734-PSBAW,0.023845295925414758
98,3930-ZGWVE,0.5098024754583234
99,2639-UGMAZ,0.3498966023169549
100,2876-GZYZC,0.8332539629446373
101,8587-XYZSF,0.02489518059222206
102,7799-LGRDP,0.040726862306020614
103,7850-VWJUU,0.6112880926945568
104,3774-VBNXY,0.01491672449684333
105,6217-KDYWC,0.025845909925068234
106,3146-MSEGF,0.056921450629092214
107,1095-WGNGG,0.23126885998981236
108,2636-SJDOU,0.25767743090504847
109,1131-QQZEB,0.023845295925414758
110,5716-EZXZN,0.06764965503961917
111,6837-BJYDQ,0.39121105906093157
112,6440-DKQGE,0.37159083515772723
113,3466-BYAVD,0.26903411468330457
114,3780-YVMFA,0.40045407635920416
115,1679-JRFBR,0.35352662856944655
116,9073-ZZIAY,0.10408238119991312
117,3077-RSNTJ,0.18954164813897878
118,6551-GNYDG,0.5447158411782543
119,9167-APMXZ,0.6238532110091743
120,2749-CTKAJ,0.16586728792372088
121,6371-NZYEG,0.10418238031253571
122,7554-NEWDD,0.04152438280000824
123,8992-VONJD,0.2965641863151786
124,4482-EWFMI,0.8999690762764279
125,4648-YPBTM,0.048963279350873724
126,2907-ILJBN,0.21095514186271608
127,6345-FZOQH,0.023845295925414758
128,5997-OPVFA,0.07301340465208073
129,1159-WFSGR,0.1188600882156011
130,7654-YWJUF,0.32374759692115945
131,6727-IOTLZ,0.10705155609738609
132,5918-VUKWP,0.22071433476910213
133,1744-JHKYS,0.38364915759267226
134,5947-SGKCL,0.5447158411782543
135,3712-PKXZA,0.1225046349398214
136,6582-OIVSP,0.7630232830577919
137,5524-KHNJP,0.45586565827645503
138,4827-USJHP,0.39542549180774056
139,8167-GJLRN,0.7971500010123438
140,0956-SYCWG,0.25031475620182575
141,8017-UVSZU,0.403531813556528
142,7100-FQPRV,0.22810666342958735
143,2984-RGEYA,0.01491672449684333
144,9680-NIAUV,0.11190518521992618
145,2146-EGVDT,0.047252792924949605
146,2604-IJPDU,0.7833800306817136
147,9178-JHUVJ,0.013889598113091609
148,6168-YBYNP,0.5423713025932086
149,7255-SSFBC,0.035255652932834045
150,3645-DEYGF,0.1512215093289311
151,9323-HGFWY,0.5851639951523573
152,8544-GOQSH,0.5896171883852682
153,3363-DTIVD,0.16655916849424685
154,7018-WBJNK,0.44999494274566143
155,9142-KZXOP,0.4332298136645963
156,7674-YTAFD,0.4832592570422247
157,6348-SNFUS,0.03968007131874739
158,1347-KTTTA,0.3342617181551004
159,4195-NZGTA,0.8181397322603328
160,7157-SMCFK,0.01065642278389859
161,4709-LKHYG,0.28222086141865077
162,2504-DSHIH,0.6066062696640919
163,0699-NDKJM,0.5118562459869029
164,9286-BHDQG,0.07587303180970607
165,0230-WEQUW,0.07587303180970607
166,2040-LDIWQ,0.07684766539190468
167,6496-JDSSB,0.7067074197343783
168,4443-EMBNA,0.01491672449684333
169,6469-MRVET,0.6974768276496064
170,5961-VUSRV,0.15876816961576495
171,6778-JFCMK,0.3451722301965564
172,6341-JVQGF,0.3203685681914921
173,4811-JBUVU,0.6635080133314326
174,0945-TSONX,0.11523581778329692
175,2651-ZCBXV,0.17373621236069492
176,3316-UWXUY,0.5954892042221955
177,7083-MIOPC,0.03327852417074432
178,1984-GPTEH,0.33110684678837676
179,0621-JFHOL,0.053240561800989385
180,9903-LYSAB,0.8215658923639055
181,9227-UAQFT,0.025845909925068234
182,7301-ABVAD,0.06156364764796998
183,6614-FHDBO,0.07249824680260346
184,7576-ASEJU,0.22810666342958735
185,9058-HRZSV,0.5500464502678264
186,4522-AKYLR,0.47298076021570645
187,0221-WMXNQ,0.8522986507315597
188,0303-UNCIP,0.233026611899947
189,0959-WHOKV,0.4482352457997939
190,4075-JFPGR,0.4320261252641105
191,3282-ZISZV,0.3948380647572467
192,3675-YDUPJ,0.24143287942658798
193,4111-BNXIF,0.0770827559753137
194,7017-VFHAY,0.10609295259988366
195,6655-LHBYW,0.45185791419421806
196,5046-NUHWD,0.5859277584482138
197,7529-ZDFXI,0.7415582741813138
198,7605-BDWDC,0.0923149441379259
199,1950-KSVVJ,0.5057552285876274
200,0123-CRBRT,0.07301340465208073
201,6292-TOSSS,0.025845909925068234
202,3197-ARFOY,0.6511605970495516
203,7014-ZZXAW,0.03872624830636714
204,7633-MVPUY,0.0796810603323841
205,4716-HHKQH,0.6981859422146351
206,3179-GBRWV,0.5118562459869029
207,8645-KWHJO,0.5127815566776864
208,4130-MZLCC,0.7630232830577919
209,0314-TKOSI,0.7527152944674527
210,8229-MYEJZ,0.5097770683539646
211,2080-SRCDE,0.371718403738869
212,9577-WJVCQ,0.20755921860147586
213,6202-DYYFX,0.508620762754486
214,3808-HFKDE,0.47298076021570645
215,3727-OWVYD,0.17950398149749058
216,2294-SALNE,0.2629634134185536
217,4847-TAJYI,0.9191902916716563
218,1563-IWQEX,0.2608428173147867
219,8203-XJZRC,0.5098024754583234
220,6556-DBKZF,0.07613278981107229
221,6851-WEFYX,0.7415582741813138
222,2985-JUUBZ,0.3521023827835762
223,0895-LMRSF,0.354330959726034
224,8266-VBFQL,0.9115070229624718
225,8181-YHCMF,0.04351433205857136
226,2240-HSJQD,0.3943235499183053
227,1248-DYXUB,0.013889598113091609
228,4115-BNPJY,0.07371822276405277
229,3167-SNQPL,0.2793723753682281
230,4091-TVOCN,0.2104103254346516
231,1098-TDVUQ,0.6830294258129332
232,7277-OZCGZ,0.7972607342848506
233,1557-EMYVT,0.17373621236069492
234,2799-ARNLO,0.9158000726767329
235,5027-YOCXN,0.5057552285876274
236,3973-SKMLN,0.030302333694553846
237,6745-JEFZB,0.5918615864363053
238,9880-TDQAC,0.0770827559753137
239,8705-WZCYL,0.831247634995895
240,7102-JJVTX,0.2804765881578985
241,8626-PTQGE,0.07328612633736226
242,4983-CLMLV,0.6616212143873044
243,5701-YVSVF,0.8559323232299152
244,5697-GOMBF,0.3364658373461227
245,2739-CACDQ,0.6238532110091743
246,9385-EHGDO,0.00496102668452018
247,9498-FIMXL,0.15876816961576495
248,2379-GYFLQ,0.3147675517453117
249,2088-IEBAU,0.08021484656948122
250,7982-VCELR,0.6405017130226851
251,6035-BXTTY,0.31967981757603336
252,6885-PKOAM,0.056921450629092214
253,7520-HQWJU,0.2629410505409856
254,9639-BUJXT,0.13007734506284274
255,5924-SNGKP,0.12677023539022014
256,0021-IKXGC,0.8999690762764279
257,8966-SNIZF,0.01491672449684333
258,6243-OZGFH,0.5458353759665188
259,4654-DLAMQ,0.35675644223404285
260,0513-RBGPE,0.09287363030351245
261,5160-UXJED,0.1858420428871958
262,4115-NZRKS,0.881914367959111
263,3351-NGXYI,0.46044323964355555
264,8984-EYLLL,0.2646715250204018
265,9833-TGFHX,0.6186165704731017
266,9294-TDIPC,0.1512215093289311
267,5229-DTFYB,0.22001535553171142
268,0104-PPXDV,0.2958230417906246
269,5176-LMJXE,0.016917338496496806
270,3583-KRKMD,0.5896171883852682
271,9069-LGEUL,0.5118562459869029
272,7302-ZHMHP,0.5098024754583234
273,9571-EDEBV,0.3650938570367849
274,3520-FJGCV,0.03370238020931126
275,6563-VRERX,0.16586728792372088
276,6122-EFVKN,0.03459702963967365
277,2805-EDJPQ,0.4036711123360742
278,6862-CQUMB,0.6405017130226851
279,7156-MXBJE,0.3948380647572467
280,6158-HDPXZ,0.7630232830577919
281,2863-IMQDR,0.08021484656948122
282,5686-CMAWK,0.35761684006665556
283,5651-CRHKQ,0.3342677612446405
284,8204-YJCLA,0.03968007131874739
285,6583-SZVGP,0.242172778433215
286,1708-PBBOA,0.3814192911924664
287,8782-LKFPK,0.6405017130226851
288,5522-JBWMO,0.5217463321988932
289,3597-MVHJT,0.6961731058500412
290,9774-NRNAU,0.4476480182076459
291,0224-RLWWD,0.831247634995895
292,9967-ATRFS,0.19873832253843912
293,3951-NJCVI,0.7415582741813138
294,2977-CEBSX,0.04290845802865946
295,0177-PXBAT,0.6506044239342152
296,2519-ERQOJ,0.5127815566776864
297,5876-QMYLD,0.16586728792372088
298,2277-AXSDC,0.22071433476910213
299,9442-JTWDL,0.25271226899464694
300,3067-SVMTC,0.2327677268091449
301,5495-GPSRW,0.025845909925068234
302,7606-BPHHN,0.030302333694553846
303,4742-DRORA,0.35353304755414977
304,0111-KLBQG,0.5447158411782543
305,4163-NCJAK,0.14645735003552213
306,5233-AOZUF,0.8215658923639055
307,5973-EJGDP,0.6142193421133675
308,1996-DBMUS,0.6253559904474048
309,7916-VCCPB,0.1415514300728277
310,4686-GEFRM,0.21081645787178382
311,5249-QYHEX,0.00496102668452018
312,2233-FAGXV,0.5392178738559075
313,5605-IYGFG,0.7067074197343783
314,7663-ZTEGJ,0.3516906503909256
315,3935-TBRZZ,0.16586728792372088
316,8111-BKVDS,0.4187328113884641
317,2055-SIFSS,0.403531813556528
318,2806-MLNTI,0.43802284315010703
319,8734-DKSTZ,0.6177390366266735
320,4360-PNRQB,0.6238532110091743
321,6152-ONASV,0.2327677268091449
322,7781-HVGMK,0.03968007131874739
323,2181-UAESM,0.8108959156783496
324,6048-NJXHX,0.05712114428762935
325,2320-SLKMB,0.36645000391143706
326,4980-URKXC,0.2404014494144041
327,4376-KFVRS,0.09274832604306082
328,5886-VLQVU,0.6616212143873044
329,3577-AMVUX,0.7337836671772873
330,0771-WLCLA,0.647768600212735
331,5628-RKIFK,0.6050808333518819
332,0206-TBWLC,0.39131078414318293
333,2937-FTHUR,0.39465824282525264
334,1910-FMXJM,0.6066062696640919
335,0732-OCQOC,0.026419459591616276
336,5168-MSWXT,0.7771724302372822
337,1090-ESELR,0.2042298075245423
338,8592-PLTMQ,0.13007734506284274
339,5760-WRAHC,0.37803553875657214
340,8847-GEOOQ,0.49014801820764586
341,4785-FCIFB,0.01491672449684333
342,8313-NDOIA,0.8332539629446373
343,5149-CUZUJ,0.448712205689085
344,0942-KOWSM,0.10705155609738609
345,4237-CLSMM,0.5657476153239531
346,1452-VOQCH,0.8999690762764279
347,4719-UMSIY,0.1512215093289311
348,6614-VBEGU,0.48163868076893784
349,1480-BKXGA,0.09274832604306082
350,2996-XAUVF,0.07584936193368426
351,9076-AXYIK,0.2646715250204018
352,5968-XQIVE,0.3712676078603011
353,8896-RAZCR,0.016917338496496806
354,4933-IKULF,0.1461801732784189
355,1304-BCCFO,0.5574728908371844
356,4104-PVRPS,0.28416260131078
357,3780-DDGSE,0.3232125877136157
358,4431-EDMIQ,0.3224893014116983
359,0486-LGCCH,0.018711728086510462
360,4612-SSVHJ,0.8332539629446373
361,5168-MQQCA,0.3342617181551004
362,7971-HLVXI,0.11272594475760461
363,9094-AZPHK,0.8332539629446373
364,3649-JPUGY,0.06156364764796998
365,4472-LVYGI,0.1518168538485137
366,3552-CTCYF,0.7629449270655275
367,6778-YSNIH,0.295818099578272
368,5756-OZRIO,0.5098024754583234
369,6579-JPICP,0.28416260131078
370,4134-BSXLX,0.01491672449684333
371,0505-SPOOW,0.45185791419421806
372,4374-YMUSQ,0.07999871992375188
373,4513-CXYIX,0.2872847872154556
374,3957-HHLMR,0.40027519985715265
375,7803-XOCCZ,0.06767419062595663
376,5736-YEJAX,0.5055926720036394
377,8981-FJGLA,0.5098024754583234
378,1135-LMECX,0.3945405978077792
379,4332-MUOEZ,0.49677857752947124
380,8535-SFUTN,0.6078366205040765
381,8677-HDZEE,0.5773719944645977
382,2475-MROZF,0.16434484369163468
383,3482-ABPKK,0.8724381076375527
384,6705-LXORM,0.33537697880546996
385,7531-GQHME,0.26398771803581633
386,5174-ITUMV,0.5304790639823485
387,4109-CYRBD,0.3072262665327164
388,0913-XWSCN,0.48919399224599536
389,0750-EBAIU,0.03370238020931126
390,8606-CIQUL,0.21710400679068542
391,3571-DPYUH,0.013889598113091609
392,7601-GNDYK,0.10717394564111621
393,0356-OBMAC,0.02877055049404399
394,8067-NIOYM,0.023580195011731864
395,1403-GYAFU,0.8999690762764279
396,4234-XTNEA,0.2171020607924556
397,1297-VQDRP,0.8411464325201141
398,5348-CAGXB,0.551956058213583
399,0621-HJWXJ,0.3340596417954368
400,5844-QVTAT,0.3650938570367849
401,8905-IAZPF,0.10705155609738609
402,5394-MEITZ,0.03370238020931126
403,6859-QNXIQ,0.5505405124144508
404,2782-LFZVW,0.5098024754583234
405,2866-IKBTM,0.4542322875827729
406,7129-AZJDE,0.2894012042134346
407,2560-PPCHE,0.35353304755414977
408,4676-MQUEA,0.19873832253843912
409,8138-EALND,0.038330007365094954
410,3580-HYCSP,0.03370238020931126
411,1352-HNSAW,0.013889598113091609
412,2075-PUEPR,0.02877055049404399
413,1982-FEBTD,0.2566593090701058
414,5791-KAJFD,0.5098024754583234
415,2654-VBVPB,0.3500936359621661
416,1154-HYWWO,0.5792285668598158
417,2501-XWWTZ,0.7419551958175387
418,3716-UVSPD,0.4837427672477125
419,6815-ABQFQ,0.6706718577481956
420,7343-EOBEU,0.2944170427413511
421,3701-SFMUH,0.12913032698728788
422,6103-LIANB,0.5083092424210788
423,7319-VENRZ,0.03968007131874739
424,5846-NEQVZ,0.23681567888010455
425,6967-QIQRV,0.04351487578133728
426,5781-RFZRP,0.3380870402224026
427,0308-IVGOK,0.02877055049404399
428,7293-LSCDV,0.03716039479915849
429,7025-WCBNE,0.3499635960326886
430,5756-JYOJT,0.7219233159520089
431,6030-REHUX,0.087299118937795
432,9548-LIGTA,0.17994569742046934
433,5150-LJNSR,0.8411464325201141
434,8270-RKSAP,0.7348008161501125
435,6522-YRBXD,0.6147267178825657
436,2640-LYMOV,0.47091516592554006
437,1423-BMPBQ,0.6147267178825657
438,2393-DIVAI,0.05410554107568753
439,4568-KNYWR,0.44400537503506643
440,8752-IMQOS,0.28256953481440583
441,0742-LAFQK,0.10408238119991312
442,0795-LAFGP,0.09274832604306082
443,0619-OLYUR,0.28222086141865077
444,5512-IDZEI,0.06822967616159581
445,0459-SPZHJ,0.6112880926945568
446,0215-BQKGS,0.7630232830577919
447,9244-ZVAPM,0.07885994757280435
448,8208-EUMTE,0.7927305299850544
449,5172-MIGPM,0.43802284315010703
450,1710-RCXUS,0.035750057830176665
451,0374-FIUCA,0.5896171883852682
452,5839-SUYVZ,0.39121105906093157
453,5173-ZXXXL,0.20750202095320608
454,1096-ADRUX,0.27783850080077543
455,2001-MCUUW,0.3374134697497736
456,2731-GJRDG,0.056921450629092214
457,4723-BEGSG,0.08485814947459414
458,6516-NKQBO,0.24405246221394902
459,8672-OAUPW,0.03370238020931126
460,8207-DMRVL,0.01065642278389859
461,2804-ETQDK,0.3685320394791315
462,6689-VRRTK,0.048963279350873724
463,7138-GIRSH,0.27412114398165355
464,9396-ZSFLL,0.337348183381115
465,6464-KEXXH,0.2894012042134346
466,7134-MJPDY,0.5217006016372416
467,5240-CAOYT,0.7067074197343783
468,4059-IIEBK,0.39912351335474844
469,4881-JVQOD,0.31008986400469096
470,0516-UXRMT,0.26399167697461234
471,4851-BQDNX,0.016917338496496806
472,5148-HKFIR,0.8488891770950853
473,3003-CMDUU,0.5596480267036072
474,5016-IBERQ,0.47953830148122933
475,6797-UCJHZ,0.11247826776516025
476,2469-DTSGX,0.39121753134478265
477,9931-KGHOA,0.056921450629092214
478,1775-KWJKQ,0.17817810750396368
479,7665-VIGUD,0.3225637360889953
480,9411-TPQQV,0.22001535553171142
481,7954-MLBUN,0.07587303180970607
482,2077-DDHJK,0.01167543310696996
483,9574-BOSMD,0.3804852728615146
484,4908-XAXAY,0.14292841119696756
485,8404-VLQFB,0.24357959608223675
486,2391-IPLOP,0.4332298136645963
487,3509-GWQGF,0.013889598113091609
488,5845-BZZIB,0.19873832253843912
489,1140-UKVZG,0.7402436824815564
490,5183-SNMJQ,0.056921450629092214
491,8100-PNJMH,0.45586565827645503
492,7838-LAZFO,0.3128287480173565
493,2085-JVGAD,0.3567581212693138
494,8095-WANWK,0.5098024754583234
495,3030-ZKIWL,0.09860734447029859
496,9565-FLVCG,0.00496102668452018
497,8755-OGKNA,0.7940467664232254
498,2800-VEQXM,0.39542549180774056
499,5533-RJFTJ,0.04351433205857136
500,0214-JHPFW,0.14645735003552213
501,5642-MHDQT,0.025794360017853513
502,3088-FVYWK,0.17932838465024037
503,9092-GDZKO,0.2165230067751077
504,3729-OWRVL,0.22071433476910213
505,2324-AALNO,0.9026122024675065
506,5760-IFJOZ,0.49040398593018286
507,2826-UWHIS,0.04351433205857136
508,7501-IWUNG,0.6671875306455124
509,4957-TREIR,0.3484608367263293
510,7251-LJBQN,0.8219792696997653
511,8040-MNRTF,0.7419551958175387
512,1536-HBSWP,0.12677023539022014
513,5313-FPXWG,0.1858420428871958
514,0946-FKYTX,0.5055497085054632
515,5076-YVXCM,0.6147267178825657
516,8262-COGGB,0.3203685681914921
517,6663-JOCQO,0.22071433476910213
518,9620-QJREV,0.12677023539022014
519,2682-KEVRP,0.6706718577481956
520,2480-JZOSN,0.07684766539190468
521,0078-XZMHT,0.22775425326631413
522,9978-HYCIN,0.07587303180970607
523,8338-QIUNR,0.08556265409378382
524,1525-LNLOJ,0.6227434263393691
525,9450-TRJUU,0.8332539629446373
526,1766-GKNMI,0.6147267178825657
527,6942-LBFDP,0.7630232830577919
528,1456-TWCGB,0.014482701264254499
529,7596-ZYWBB,0.5423140477355036
530,8329-UTMVM,0.6810273832747609
531,3014-WJKSM,0.13242691905962325
532,3347-YJZZE,0.6475329792636613
533,7929-DMBCV,0.040726862306020614
534,9661-JALZV,0.42874135738778674
535,5433-KYGHE,0.023845295925414758
536,4312-KFRXN,0.5556166998672005
537,5575-TPIZQ,0.04351433205857136
538,0114-IGABW,0.6961731058500412
539,9944-AEXBM,0.46641602168227864
540,1853-ARAAQ,0.551956058213583
541,6952-OMNWB,0.44400537503506643
542,4697-LUPSU,0.035750057830176665
543,8434-VGEQQ,0.2946077248137275
544,6549-YMFAW,0.016917338496496806
545,4950-HKQTE,0.8163119125043944
546,6786-OBWQR,0.028230314314636646
547,2753-JMMCV,0.5098024754583234
548,6621-YOBKI,0.6219759265906215
549,1216-JWVUX,0.05618919611422807
550,7564-GHCVB,0.5546885039451366
551,1173-NOEYG,0.2384875251202293
552,7595-EHCDL,0.4629052811707738
553,6647-ZEDXT,0.16513889843363322
554,2521-NPUZR,0.5681818181818181
555,1307-TVUFB,0.07301340465208073
556,7503-MIOGA,0.07885994757280435
557,4381-MHQDC,0.8956606157707401
558,6923-JHPMP,0.01491672449684333
559,4018-PPNDW,0.7078284778629867
560,1635-FJFCC,0.09933497639030234
561,2499-AJYUA,0.09274832604306082
562,6919-ELBGL,0.8219792696997653
563,3966-HRMZA,0.0353480310201877
564,6425-JWTDV,0.24687397947112855
565,8405-IGQFX,0.38448442662394144
566,8224-IVVPA,0.06822967616159581
567,9477-LGWQI,0.31736797387049626
568,1410-RSCMR,0.9177465956449349
569,3115-CZMZD,0.01839757178979194
570,0139-IVFJG,0.5098024754583234
571,5730-DBDSI,0.04384013123009537
572,0030-FNXPP,0.5098024754583234
573,5684-FJVYR,0.07587303180970607
574,4013-GUXND,0.023845295925414758
575,1266-NZYUI,0.47806246909540073
576,7969-FFOWG,0.6238532110091743
577,4718-DHSMV,0.22071433476910213
578,5175-WLYXL,0.7411852032564439
579,7817-OMJNA,0.2701168660059236
580,8728-SKJLR,0.24143287942658798
581,3137-NYQQI,0.11190518521992618
582,7706-DZNKK,0.3176657181693765
583,8823-RLPWL,0.39131078414318293
584,9505-SQFSW,0.09113337967761898
585,3758-CKOQL,0.34982683187483143
586,5676-CFLYY,0.28671775101039376
587,7521-AFHAB,0.2622878149178615
588,0285-INHLN,0.038383997201615935
589,5125-CNDSP,0.405466949136867
590,4992-LTJNE,0.5328814994691754
591,2202-OUTMO,0.06767419062595663
592,0810-BDHAW,0.0676167701642493
593,0229-LFJAF,0.16604298125662192
594,7131-ZQZNK,0.04999287141227489
595,3442-ZHHCC,0.07885994757280435
596,5726-CVNYA,0.8626251613488942
597,9871-ELEYA,0.8699364651112702
598,4257-GAESD,0.2926358596976467
599,5173-WXOQV,0.11885411143760931
600,2040-OBMLJ,0.25898754934162005
601,6286-ZHAOK,0.0852154412621083
602,3807-XHCJH,0.0353480310201877
603,5671-RQRLP,0.06732610657173663
604,8859-AXJZP,0.055782847178745355
605,3174-AKMAS,0.31967981757603336
606,9926-PJHDQ,0.16513889843363322
607,7382-DFJTU,0.048192572859057925
608,2798-NYLMZ,0.2872894554600331
609,8098-TDCBU,0.5098024754583234
610,3551-GAEGL,0.6238532110091743
611,4785-NKHCX,0.24347399332584962
612,3196-NVXLZ,0.0646734645634287
613,0036-IHMOT,0.529034676950731
614,4178-EGMON,0.0676167701642493
615,4220-TINQT,0.4606878609329174
616,5318-YKDPV,0.678588861982482
617,7975-TZMLR,0.03327852417074432
618,0295-QVKPB,0.16593203351553137
619,4335-BSMJS,0.3151880888453472
620,9146-JRIOX,0.025794360017853513
621,5337-IIWKZ,0.26638704874731517
622,9650-VBUOG,0.4950100654475452
623,3487-EARAT,0.5546885695277204
624,2672-TGEFF,0.26638704874731517
625,4250-WAROZ,0.37803553875657214
626,8184-WMOFI,0.037750671829830135
627,6092-QZVPP,0.18429575761049857
628,4625-LAMOB,0.38448442662394144
629,0392-BZIUW,0.16586728792372088
630,6549-NNDYT,0.059000412051647966
631,0422-OHQHQ,0.32539507405347756
632,6916-HIJSE,0.056921450629092214
633,2316-ESMLS,0.056921450629092214
634,9778-OGKQZ,0.03370238020931126
635,7408-OFWXJ,0.0923149441379259
636,6007-TCTST,0.669921523077371
637,2252-NKNSI,0.7333878746197924
638,8713-IGZSO,0.03327852417074432
639,7905-TVXTA,0.07328612633736226
640,7695-PKLCZ,0.33241952273867126
641,8374-UULRV,0.03968007131874739
642,3224-DFQNQ,0.22071433476910213
643,5275-PMFUT,0.14981148884657644
644,4795-UXVCJ,0.03389089020807731
645,9777-IQHWP,0.6147267178825657
646,0979-MOZQI,0.02495889378991962
647,2732-ISEZX,0.0970316205917975
648,0323-XWWTN,0.2603790765735986
649,1937-OTUKY,0.022561184688660495
650,1573-LGXBA,0.15469579088710556
651,1764-VUUMT,0.7078284778629867
652,4713-ZBURT,0.38700818053343977
653,3050-GBUSH,0.27982771719512006
654,7876-AEHIG,0.39542549180774056
655,7945-HLKEA,0.22071433476910213
656,9342-VNIMQ,0.39774735061176497
657,3523-BRGUW,0.3131611627003722
658,3199-NPKCN,0.6147267178825657
659,5170-PTRKA,0.8411464325201141
660,4661-NJEUX,0.5623852504883058
661,2123-AGEEN,0.216742712937235
662,1258-YMZNM,0.27288587637652073
663,0048-LUMLS,0.6238532110091743
664,5898-IGSLP,0.2787026251183846
665,6259-WJQLC,0.6844895999166117
666,7997-EASSD,0.09274832604306082
667,0730-KOAVE,0.30804796871921236
668,8975-SKGRX,0.6798009376197935
669,0678-RLHVP,0.5098024754583234
670,2267-FPIMA,0.425450386638646
671,1051-GEJLJ,0.06822967616159581
672,5285-MVEHD,0.7629449270655275
673,0379-DJQHR,0.3303936203128022
674,5543-QDCRY,0.10164168017615254
675,0297-RBCSG,0.11247826776516025
676,4694-PHWFW,0.5444444444444445
677,0835-JKADZ,0.22357980728992657
678,7508-SMHXL,0.25271226899464694
679,3865-YIOTT,0.01167543310696996
680,5993-BQHEA,0.6112880926945568
681,6024-RUGGH,0.025667078718314636
682,3956-CJUST,0.7734466612198192
683,4079-WWQQQ,0.5423140477355036
684,6103-BOCOU,0.2404014494144041
685,5149-TGWDZ,0.2608428173147867
686,7471-WNSUF,0.8215658923639055
687,8942-DBMHZ,0.1992930687889545
688,4301-VVZKA,0.500014967431023
689,9199-PWQVC,0.10520245559318933
690,4824-GUCBY,0.10764622532340644
691,5393-HJZSM,0.27039951211227836
692,0862-PRCBS,0.4332298136645963
693,8812-ZRHFP,0.06291102770798551
694,5146-CBVOE,0.035750057830176665
695,0454-OKRCT,0.3298069959132078
696,5787-KXGIY,0.9158000726767329
